electrode,time,NMSE
FP1,   ,1.1282
FP2,   ,0.5092
F3,   ,0.2740
F4,   ,0.2544
C3,   ,0.1196
C4,   ,0.1096
P3,   ,0.0269
P4,   ,0.1216
O1,   ,0.0132
O2,   ,0.0922
F7,   ,1.4132
F8,   ,0.4953
T3,   ,0.4133
T4,   ,0.1334
T5,   ,0.0850
T6,   ,0.0853
Fz,   ,0.1882
Cz,   ,0.0692
Pz,   ,0.0912
sum,0.56,5.6233
